test,train
0.4265927977839335,0.43726191850398244
0.45244690674053556,0.46692831582592637
0.5083102493074793,0.5000577167263073
0.5161588180978762,0.5380353226365001
0.5341643582640813,0.5641232829273923
0.5521698984302862,0.5786678979568279
0.5734072022160664,0.5969063834699296
0.5817174515235457,0.6117972988572088
0.5891043397968606,0.6281888491284774
0.5812557710064635,0.6414636961791527
0.5807940904893814,0.6553157104929008
0.5734072022160664,0.6659355881334411
0.5724838411819021,0.6757474316056793
0.5877192982456141,0.6820962714994806
0.5895660203139428,0.6859055754357612
0.58264081255771,0.6906383469929586
0.5886426592797784,0.6923698487821771
0.5909510618651893,0.6942167840240101
0.5877192982456141,0.6949093847396975
0.5904893813481071,0.6953711185501559
0.5904893813481071,0.6953711185501559
0.590027700831025,0.6953711185501559
0.5895660203139428,0.6953711185501559
0.5891043397968606,0.6953711185501559
0.5891043397968606,0.6953711185501559
0.5895660203139428,0.6953711185501559
0.5909510618651893,0.6953711185501559
0.5909510618651893,0.6953711185501559
0.5895660203139428,0.6953711185501559
0.590027700831025,0.6953711185501559
0.5904893813481071,0.6953711185501559
0.590027700831025,0.6953711185501559
0.5891043397968606,0.6953711185501559
0.590027700831025,0.6953711185501559
0.5909510618651893,0.6953711185501559
0.5914127423822715,0.6953711185501559
0.5891043397968606,0.6953711185501559
0.5904893813481071,0.6953711185501559
0.5909510618651893,0.6953711185501559
0.5895660203139428,0.6953711185501559
0.5909510618651893,0.6953711185501559
0.5891043397968606,0.6953711185501559
0.590027700831025,0.6953711185501559
0.5886426592797784,0.6953711185501559
0.5914127423822715,0.6953711185501559
0.5909510618651893,0.6953711185501559
0.5904893813481071,0.6953711185501559
0.5895660203139428,0.6953711185501559
0.590027700831025,0.6953711185501559
0.0,0.0
